,V1
3454,CD4 Naive and regulatory T-Cells
3455,CD4 Naive and regulatory T-Cells
3456,Mature B-Cells
3457,Conventional Dendritic Cells (cDC)
3458,Late Erythroid Precursors
3459,B-cells (Plasma cell)
3460,CD4 Memory T-Cells 
3461,Early Erythroid Precursors
3462,CD4 Naive and regulatory T-Cells
3463,Late Erythrocytes
3464,CD4 Memory T-Cells 
3465,CD14 Monocytes
3466,CD4 Memory T-Cells 
3467,CD8 Naive T-cClls
3468,Monocyte Progenitor Cells
3469,CD4 Memory T-Cells 
3470,CD4 Naive and regulatory T-Cells
3471,Monocyte Progenitor Cells
3472,CD4 Memory T-Cells 
3473,Mature B-Cells
3474,CD4 Naive and regulatory T-Cells
3475,CD4 Naive and regulatory T-Cells
3476,NK Cells
3477,CD4 Naive and regulatory T-Cells
3478,CD4 Memory T-Cells 
3479,CD4 Naive and regulatory T-Cells
3480,B-Cell Progenitors
3481,CD4 Naive and regulatory T-Cells
3482,Late Erythrocytes
3483,CD14 Monocytes
3484,CD4 Naive and regulatory T-Cells
3485,CD4 Naive and regulatory T-Cells
3486,CD4 Naive and regulatory T-Cells
3487,CD8 Naive T-cClls
3488,CD4 Naive and regulatory T-Cells
3489,CD4 Naive and regulatory T-Cells
3490,CD4 Naive and regulatory T-Cells
3491,CD4 Naive and regulatory T-Cells
3492,CD4 Naive and regulatory T-Cells
3493,Late Erythroid Precursors
3494,CD4 Naive and regulatory T-Cells
3495,Plasmacytoid dendritic cells (pDC)
3496,NK Cells
3497,Hematopoietic stem and progenitor cells (HSPC)
3498,CD14 Monocytes
3499,CD4 Naive and regulatory T-Cells
3500,CD8 Memory T-Cells
3501,CD14 Monocytes
3502,CD4 Memory T-Cells 
3503,CD4 Memory T-Cells 
3504,CD8 Memory T-Cells
3505,CD4 Naive and regulatory T-Cells
3506,Late Erythrocytes
3507,CD4 Naive and regulatory T-Cells
3508,CD14 Monocytes
3509,CD4 Naive and regulatory T-Cells
3510,CD8 Memory T-Cells
3511,CD4 Memory T-Cells 
3512,CD8 Naive T-cClls
3513,CD4 Naive and regulatory T-Cells
3514,Late Erythroid Precursors
3515,CD4 Naive and regulatory T-Cells
3516,CD4 Naive and regulatory T-Cells
3517,CD8 Naive T-cClls
3518,Early Erythroid Precursors
3519,CD4 Memory T-Cells 
3520,Late Erythrocytes
3521,CD8 Naive T-cClls
3522,CD8 Memory T-Cells
3523,CD14 Monocytes
3524,Early Erythroid Precursors
3525,CD14 Monocytes
3526,CD14 Monocytes
3527,CD8 Memory T-Cells
3528,CD8 Memory T-Cells
3529,CD4 Naive and regulatory T-Cells
3530,CD4 Memory T-Cells 
3531,CD8 Naive T-cClls
3532,Late Erythrocytes
3533,CD4 Naive and regulatory T-Cells
3534,CD4 Naive and regulatory T-Cells
3535,CD4 Naive and regulatory T-Cells
3536,CD4 Memory T-Cells 
3537,CD4 Naive and regulatory T-Cells
3538,CD4 Memory T-Cells 
3539,CD4 Naive and regulatory T-Cells
3540,Mature B-Cells
3541,CD8 Memory T-Cells
3542,CD4 Naive and regulatory T-Cells
3543,CD14 Monocytes
3544,CD4 Naive and regulatory T-Cells
3545,B-cells (Plasma cell)
3546,NK Cells
3547,CD4 Naive and regulatory T-Cells
3548,CD14 Monocytes
3549,Early Erythrocytes
3550,CD14 Monocytes
3551,NK Cells
3552,CD8 Memory T-Cells
3553,CD4 Memory T-Cells 
3554,Early Erythroid Precursors
3555,CD4 Memory T-Cells 
3556,Late Erythrocytes
3557,CD8 Memory T-Cells
3558,CD14 Monocytes
3559,Early Erythroid Precursors
3560,CD14 Monocytes
3561,CD4 Naive and regulatory T-Cells
3562,CD4 Memory T-Cells 
3563,CD16 Monocytes
3564,NK Cells
3565,CD4 Naive and regulatory T-Cells
3566,Late Erythrocytes
3567,Early Erythrocytes
3568,Late Erythrocytes
3569,CD8 Memory T-Cells
3570,CD4 Memory T-Cells 
3571,CD4 Naive and regulatory T-Cells
3572,CD8 Memory T-Cells
3573,Late Erythrocytes
3574,CD4 Naive and regulatory T-Cells
3575,Monocyte Progenitor Cells
3576,CD4 Memory T-Cells 
3577,CD4 Naive and regulatory T-Cells
3578,CD4 Naive and regulatory T-Cells
3579,CD4 Naive and regulatory T-Cells
3580,B-Cell Progenitors
3581,CD8 Naive T-cClls
3582,CD8 Naive T-cClls
3583,CD4 Naive and regulatory T-Cells
3584,CD4 Naive and regulatory T-Cells
3585,CD8 Memory T-Cells
3586,CD8 Naive T-cClls
3587,CD4 Memory T-Cells 
3588,CD16 Monocytes
3589,Early Erythroid Precursors
3590,Early Erythrocytes
3591,B-Cell Progenitors
3592,CD4 Memory T-Cells 
3593,CD4 Memory T-Cells 
3594,Late Erythrocytes
3595,Hematopoietic stem and progenitor cells (HSPC)
3596,CD4 Naive and regulatory T-Cells
3597,CD4 Naive and regulatory T-Cells
3598,CD8 Memory T-Cells
3599,Mature B-Cells
3600,CD14 Monocytes
3601,Mature B-Cells
3603,CD4 Memory T-Cells 
3604,CD14 Monocytes
3605,Mature B-Cells
3606,Early Erythroid Precursors
3607,CD4 Naive and regulatory T-Cells
3608,NK Cells
3609,CD4 Memory T-Cells 
3610,CD4 Naive and regulatory T-Cells
3611,CD4 Memory T-Cells 
3612,Early Erythroid Precursors
3613,Early Erythroid Precursors
3614,B-Cell Progenitors
3615,CD4 Naive and regulatory T-Cells
3616,CD4 Naive and regulatory T-Cells
3617,Conventional Dendritic Cells (cDC)
3618,CD16 Monocytes
3619,CD8 Memory T-Cells
3620,CD4 Naive and regulatory T-Cells
3621,CD8 Naive T-cClls
3622,CD4 Naive and regulatory T-Cells
3623,CD4 Memory T-Cells 
3624,Monocyte Progenitor Cells
3625,Late Erythrocytes
3626,CD4 Memory T-Cells 
3627,Mature B-Cells
3628,Late Erythroid Precursors
3629,NK Cells
3630,CD4 Memory T-Cells 
3631,CD4 Naive and regulatory T-Cells
3632,B-cells (Plasma cell)
3633,Mature B-Cells
3634,Late Erythroid Precursors
3635,CD4 Naive and regulatory T-Cells
3636,Early Erythrocytes
3637,CD4 Memory T-Cells 
3638,CD4 Naive and regulatory T-Cells
3639,CD4 Naive and regulatory T-Cells
3640,Conventional Dendritic Cells (cDC)
3641,CD4 Naive and regulatory T-Cells
3642,CD16 Monocytes
3643,Mature B-Cells
3644,Plasmacytoid dendritic cells (pDC)
3645,CD4 Naive and regulatory T-Cells
3646,CD4 Naive and regulatory T-Cells
3647,CD4 Naive and regulatory T-Cells
3648,CD4 Memory T-Cells 
3650,Mature B-Cells
3651,CD4 Naive and regulatory T-Cells
3652,Late Erythroid Precursors
3653,NK Cells
3654,CD4 Memory T-Cells 
3655,CD8 Memory T-Cells
3656,CD4 Memory T-Cells 
3658,Mature B-Cells
3659,CD4 Memory T-Cells 
3660,CD4 Naive and regulatory T-Cells
3661,CD14 Monocytes
3662,Late Erythrocytes
3663,Hematopoietic stem and progenitor cells (HSPC)
3664,Late Erythrocytes
3665,CD4 Naive and regulatory T-Cells
3666,CD8 Memory T-Cells
3667,Hematopoietic stem and progenitor cells (HSPC)
3668,Mature B-Cells
3669,Plasmacytoid dendritic cells (pDC)
3670,CD8 Memory T-Cells
3671,CD4 Naive and regulatory T-Cells
3672,CD4 Memory T-Cells 
3673,Mature B-Cells
3674,CD14 Monocytes
3675,CD4 Naive and regulatory T-Cells
3676,CD4 Naive and regulatory T-Cells
3677,CD4 Naive and regulatory T-Cells
3678,Early Erythrocytes
3679,CD8 Naive T-cClls
3680,CD4 Naive and regulatory T-Cells
3681,NK Cells
3682,CD4 Memory T-Cells 
3683,CD8 Memory T-Cells
3684,CD4 Naive and regulatory T-Cells
3685,CD4 Naive and regulatory T-Cells
3686,CD4 Naive and regulatory T-Cells
3687,CD4 Memory T-Cells 
3688,Early Erythroid Precursors
3689,Mature B-Cells
3690,CD8 Memory T-Cells
3691,Mature B-Cells
3692,NK Cells
3693,Late Erythrocytes
3694,CD4 Memory T-Cells 
3695,CD4 Memory T-Cells 
3696,Early Erythrocytes
3697,CD8 Naive T-cClls
3698,CD8 Memory T-Cells
3699,Mature B-Cells
3700,CD4 Memory T-Cells 
3701,Late Erythroid Precursors
3702,CD4 Memory T-Cells 
3703,Late Erythroid Precursors
3704,CD4 Memory T-Cells 
3705,CD4 Memory T-Cells 
3706,CD4 Naive and regulatory T-Cells
3707,NK Cells
3708,CD8 Naive T-cClls
3709,Mature B-Cells
3710,CD4 Naive and regulatory T-Cells
3711,CD8 Memory T-Cells
3712,CD4 Naive and regulatory T-Cells
3713,Late Erythrocytes
3714,CD4 Naive and regulatory T-Cells
3715,Monocyte Progenitor Cells
3716,CD4 Memory T-Cells 
3717,Mature B-Cells
3718,CD8 Memory T-Cells
3719,Early Erythroid Precursors
3720,CD4 Naive and regulatory T-Cells
3721,CD4 Naive and regulatory T-Cells
3722,CD4 Naive and regulatory T-Cells
3723,Late Erythroid Precursors
3724,CD4 Naive and regulatory T-Cells
3725,CD4 Naive and regulatory T-Cells
3726,Late Erythroid Precursors
3727,CD4 Memory T-Cells 
3728,Late Erythrocytes
3729,CD8 Memory T-Cells
3730,Late Erythroid Precursors
3731,CD4 Naive and regulatory T-Cells
3732,Mature B-Cells
3733,CD4 Naive and regulatory T-Cells
3734,CD4 Naive and regulatory T-Cells
3735,Mature B-Cells
3736,Early Erythrocytes
3737,CD4 Naive and regulatory T-Cells
3738,CD4 Naive and regulatory T-Cells
3739,CD4 Memory T-Cells 
3740,Early Erythrocytes
3741,CD4 Naive and regulatory T-Cells
3742,CD4 Naive and regulatory T-Cells
3743,B-Cell Progenitors
3744,CD4 Naive and regulatory T-Cells
3745,CD8 Memory T-Cells
3746,CD4 Memory T-Cells 
3747,CD14 Monocytes
3748,Early Erythroid Precursors
3749,Early Erythroid Precursors
3750,CD14 Monocytes
3751,CD8 Memory T-Cells
3752,CD4 Naive and regulatory T-Cells
3753,B-Cell Progenitors
3754,CD4 Naive and regulatory T-Cells
3755,Late Erythroid Precursors
3756,CD4 Naive and regulatory T-Cells
3757,CD4 Naive and regulatory T-Cells
3758,CD8 Naive T-cClls
3759,CD4 Memory T-Cells 
3760,CD8 Memory T-Cells
3761,CD4 Naive and regulatory T-Cells
3762,CD4 Naive and regulatory T-Cells
3763,CD4 Naive and regulatory T-Cells
3764,Mature B-Cells
3765,NK Cells
3766,CD4 Naive and regulatory T-Cells
3767,Late Erythrocytes
3768,CD8 Memory T-Cells
3769,Late Erythrocytes
3770,Hematopoietic stem and progenitor cells (HSPC)
3771,CD4 Naive and regulatory T-Cells
3772,CD4 Memory T-Cells 
3773,Monocyte Progenitor Cells
3774,CD4 Naive and regulatory T-Cells
3775,CD4 Memory T-Cells 
3776,CD4 Memory T-Cells 
3777,Hematopoietic stem and progenitor cells (HSPC)
3778,CD4 Naive and regulatory T-Cells
3779,Late Erythrocytes
3780,Plasmacytoid dendritic cells (pDC)
3781,CD4 Naive and regulatory T-Cells
3782,CD4 Memory T-Cells 
3783,Monocyte Progenitor Cells
3784,CD8 Memory T-Cells
3785,CD8 Memory T-Cells
3786,B-Cell Progenitors
3787,CD8 Naive T-cClls
3788,CD4 Memory T-Cells 
3789,Late Erythroid Precursors
3790,CD4 Memory T-Cells 
3791,CD14 Monocytes
3792,Late Erythrocytes
3793,CD14 Monocytes
3794,CD4 Naive and regulatory T-Cells
3795,B-Cell Progenitors
3796,CD4 Naive and regulatory T-Cells
3797,CD4 Memory T-Cells 
3798,CD14 Monocytes
3799,NK Cells
3800,CD4 Naive and regulatory T-Cells
3801,CD4 Memory T-Cells 
3802,Late Erythrocytes
3803,CD4 Naive and regulatory T-Cells
3804,Early Erythroid Precursors
3805,Mature B-Cells
3806,CD4 Naive and regulatory T-Cells
3807,CD14 Monocytes
3808,CD4 Naive and regulatory T-Cells
3809,CD4 Naive and regulatory T-Cells
3810,Late Erythrocytes
3811,Monocyte Progenitor Cells
3812,CD4 Naive and regulatory T-Cells
3813,CD4 Memory T-Cells 
3814,Mature B-Cells
3815,CD4 Memory T-Cells 
3816,Mature B-Cells
3817,Mature B-Cells
3818,CD8 Memory T-Cells
3819,CD8 Memory T-Cells
3820,CD4 Memory T-Cells 
3821,CD4 Naive and regulatory T-Cells
3822,CD4 Memory T-Cells 
3823,CD4 Naive and regulatory T-Cells
3824,Late Erythroid Precursors
3825,CD4 Naive and regulatory T-Cells
3826,CD8 Naive T-cClls
3827,Late Erythrocytes
3828,CD14 Monocytes
3829,Early Erythrocytes
3830,Monocyte Progenitor Cells
3831,CD4 Naive and regulatory T-Cells
3832,CD4 Naive and regulatory T-Cells
3833,CD4 Naive and regulatory T-Cells
3834,CD4 Naive and regulatory T-Cells
3835,Mature B-Cells
3836,CD4 Naive and regulatory T-Cells
3837,CD8 Memory T-Cells
3838,Mature B-Cells
3839,Early Erythrocytes
3840,Mature B-Cells
3841,CD8 Memory T-Cells
3842,CD4 Naive and regulatory T-Cells
3843,CD4 Naive and regulatory T-Cells
3844,NK Cells
3845,Late Erythrocytes
3846,CD8 Memory T-Cells
3847,CD4 Naive and regulatory T-Cells
3848,Late Erythrocytes
3849,Late Erythrocytes
3850,CD8 Naive T-cClls
3851,CD8 Memory T-Cells
3852,Late Erythroid Precursors
3853,CD8 Memory T-Cells
3854,CD4 Memory T-Cells 
3855,CD4 Naive and regulatory T-Cells
3856,CD14 Monocytes
3857,Late Erythrocytes
3858,CD4 Naive and regulatory T-Cells
3859,CD4 Naive and regulatory T-Cells
3860,Late Erythrocytes
3861,CD4 Naive and regulatory T-Cells
3862,CD4 Naive and regulatory T-Cells
3863,Mature B-Cells
3864,CD4 Naive and regulatory T-Cells
3865,CD8 Memory T-Cells
3866,CD14 Monocytes
3867,B-Cell Progenitors
3868,Late Erythroid Precursors
3869,CD8 Memory T-Cells
3871,CD4 Memory T-Cells 
3872,CD4 Naive and regulatory T-Cells
3873,CD4 Naive and regulatory T-Cells
3874,CD4 Naive and regulatory T-Cells
3875,CD4 Memory T-Cells 
3876,Early Erythrocytes
3877,NK Cells
3878,CD4 Naive and regulatory T-Cells
3879,Late Erythrocytes
3880,Monocyte Progenitor Cells
3881,Late Erythrocytes
3882,NK Cells
3883,CD8 Memory T-Cells
3884,CD8 Memory T-Cells
3885,CD8 Memory T-Cells
3886,Hematopoietic stem and progenitor cells (HSPC)
3887,CD8 Naive T-cClls
3888,CD8 Memory T-Cells
3889,CD4 Memory T-Cells 
3890,CD4 Memory T-Cells 
3891,CD4 Naive and regulatory T-Cells
3892,CD4 Memory T-Cells 
3893,CD14 Monocytes
3895,NK Cells
3896,NK Cells
3897,CD14 Monocytes
3898,Mature B-Cells
3899,CD14 Monocytes
3900,Conventional Dendritic Cells (cDC)
3901,Late Erythrocytes
3902,NK Cells
3903,Mature B-Cells
3904,CD4 Naive and regulatory T-Cells
3905,Late Erythroid Precursors
3906,CD4 Naive and regulatory T-Cells
3907,CD4 Naive and regulatory T-Cells
3908,NK Cells
3909,CD4 Naive and regulatory T-Cells
3910,Mature B-Cells
3911,CD4 Memory T-Cells 
3912,CD8 Memory T-Cells
3913,CD8 Naive T-cClls
3914,Late Erythroid Precursors
3915,CD4 Naive and regulatory T-Cells
3916,CD4 Naive and regulatory T-Cells
3917,CD16 Monocytes
3918,CD14 Monocytes
3919,Late Erythroid Precursors
3920,CD4 Naive and regulatory T-Cells
3921,Late Erythrocytes
3922,NK Cells
3923,CD16 Monocytes
3924,Early Erythrocytes
3925,CD4 Memory T-Cells 
3926,Early Erythrocytes
3927,CD4 Naive and regulatory T-Cells
3928,B-cells (Plasma cell)
3930,CD4 Naive and regulatory T-Cells
3931,CD4 Naive and regulatory T-Cells
3932,NK Cells
3933,CD14 Monocytes
3934,CD4 Memory T-Cells 
3935,CD4 Naive and regulatory T-Cells
3936,CD8 Memory T-Cells
3937,CD8 Naive T-cClls
3938,CD8 Memory T-Cells
3939,Late Erythroid Precursors
3940,CD4 Naive and regulatory T-Cells
3941,CD4 Naive and regulatory T-Cells
3942,NK Cells
3943,CD8 Naive T-cClls
3944,CD4 Naive and regulatory T-Cells
3945,CD8 Memory T-Cells
3946,NK Cells
3947,Late Erythrocytes
3948,CD4 Naive and regulatory T-Cells
3949,CD4 Naive and regulatory T-Cells
3950,Early Erythroid Precursors
3951,CD4 Memory T-Cells 
3952,Monocyte Progenitor Cells
3953,CD14 Monocytes
3954,CD4 Naive and regulatory T-Cells
3955,CD14 Monocytes
3956,CD4 Memory T-Cells 
3957,CD14 Monocytes
3958,CD4 Naive and regulatory T-Cells
3959,CD8 Memory T-Cells
3960,CD4 Memory T-Cells 
3961,CD14 Monocytes
3962,CD4 Memory T-Cells 
3963,CD4 Memory T-Cells 
3964,CD4 Naive and regulatory T-Cells
3965,CD14 Monocytes
3966,CD4 Naive and regulatory T-Cells
3967,Mature B-Cells
3968,CD4 Naive and regulatory T-Cells
3969,B-Cell Progenitors
3970,CD4 Naive and regulatory T-Cells
3971,CD4 Naive and regulatory T-Cells
3972,CD4 Naive and regulatory T-Cells
3973,B-Cell Progenitors
3974,CD14 Monocytes
3975,NK Cells
3976,CD4 Naive and regulatory T-Cells
3977,CD4 Naive and regulatory T-Cells
3978,CD8 Naive T-cClls
3979,CD4 Naive and regulatory T-Cells
3980,Early Erythroid Precursors
3981,Late Erythrocytes
3982,CD8 Memory T-Cells
3983,CD4 Memory T-Cells 
3984,Monocyte Progenitor Cells
3985,CD8 Memory T-Cells
3986,Mature B-Cells
3987,Late Erythroid Precursors
3988,CD4 Naive and regulatory T-Cells
3989,Late Erythrocytes
3991,CD4 Naive and regulatory T-Cells
3992,CD4 Naive and regulatory T-Cells
3993,CD14 Monocytes
3994,CD14 Monocytes
3995,CD4 Memory T-Cells 
3996,CD4 Memory T-Cells 
3997,CD4 Naive and regulatory T-Cells
3998,CD4 Memory T-Cells 
3999,CD4 Memory T-Cells 
4000,4
4001,7
4002,0
4003,1
4004,1
4005,1
4006,0
4007,0
4008,0
4009,1
4010,3
4011,0
4012,8
4013,3
4014,0
4015,2
4016,5
4017,15
4018,1
4019,4
4020,1
4021,1
4022,18
4023,1
4024,0
4025,6
4026,9
4027,11
4028,14
4029,1
4030,1
4031,0
4032,2
4033,7
4034,1
4035,0
4036,6
4037,15
4038,2
4039,0
4040,6
4041,6
4042,3
4043,2
4044,14
4045,2
4046,6
4047,0
4048,14
4049,1
4050,7
4051,5
4052,4
4053,3
4054,13
4055,17
4056,3
4057,0
4058,0
4059,3
4060,5
4061,0
4062,2
4063,15
4064,3
4065,3
4066,1
4067,11
4068,1
4069,1
4070,0
4071,0
4072,4
4073,1
4074,7
4075,9
4076,7
4077,7
4078,7
4079,14
4080,16
4081,13
4082,0
4083,20
4084,2
4085,4
4086,0
4087,2
4088,6
4089,3
4090,13
4091,12
4092,1
4093,0
4094,0
4095,4
4096,3
4097,9
4098,16
4099,3
4100,4
4101,13
4102,1
4103,0
4104,8
4105,0
4106,6
4107,3
4108,0
4109,0
4110,3
4111,15
4112,0
4113,0
4114,0
4115,17
4116,7
4117,0
4118,8
4119,0
4120,0
4121,2
4122,8
4123,3
4124,3
4125,1
4126,0
4127,17
4128,8
4129,3
4130,0
4131,2
4132,9
4133,4
4134,0
4135,18
4136,3
4137,7
4138,3
4139,8
4140,2
4141,11
4142,0
4143,1
4144,8
4145,15
4146,17
4147,0
4148,2
4149,13
4150,1
4151,7
4152,9
4153,2
4154,1
4155,7
4156,2
4157,5
4158,0
4159,1
4160,0
4161,2
4162,5
4163,7
4164,9
4165,1
4166,0
4167,2
4168,5
4169,3
4170,6
4171,2
4172,2
4173,6
4174,0
4175,7
4176,5
4177,7
4178,2
4179,11
4180,0
4181,6
4182,3
4183,1
4184,2
4185,5
4186,0
4187,0
4188,5
4189,7
4190,5
4191,16
4192,2
4193,9
4194,6
4195,11
4196,1
4197,3
4198,0
4199,3
4200,4
4201,3
4202,7
4203,0
4204,0
4205,5
4206,7
4207,11
4208,1
4209,0
4210,10
4211,10
4212,2
4213,14
4214,2
4215,2
4216,4
4217,8
4218,2
4219,6
4220,7
4221,8
4222,0
4223,2
4224,2
4225,3
4226,0
4227,3
4228,12
4229,0
4230,1
4231,0
4232,7
4233,3
4234,1
4235,0
4236,10
4237,4
4238,2
4239,1
4240,0
4241,2
4242,4
4243,7
4244,0
4245,7
4246,4
4247,6
4248,3
4249,0
4250,0
4251,14
4252,13
4253,13
4254,17
4255,6
4256,13
4257,4
4258,1
4259,1
4260,10
4261,0
4262,1
4263,2
4264,4
4265,14
4266,3
4267,11
4268,2
4269,4
4270,1
4271,4
4272,5
4273,0
4274,5
4275,0
4276,0
4277,11
4278,8
4279,0
4280,0
4281,2
4282,0
4283,2
4284,1
4285,3
4286,2
4287,2
4288,8
4289,1
4290,4
4291,9
4292,0
4293,0
4294,5
4295,1
4296,6
4297,0
4298,5
4299,6
4300,10
4301,0
4302,11
4303,3
4304,0
4305,0
4306,13
4307,1
4308,1
4309,11
4310,0
4311,17
4312,7
4313,6
4314,0
4315,2
4316,2
4317,0
4318,5
4319,3
4320,0
4321,7
4322,5
4323,2
4324,2
4325,11
4326,12
4327,2
4328,1
4329,2
4330,0
4331,7
4332,0
4333,2
4334,5
4335,6
4336,8
4337,5
4338,0
4339,0
4340,1
4341,4
4342,12
4343,7
4344,1
4345,7
4346,11
4347,0
4348,6
4349,8
4350,6
4351,4
4352,7
4353,3
4354,11
4355,5
4356,3
4357,2
4358,4
4359,2
4360,2
4361,3
4362,5
4363,2
4364,0
4365,0
4366,2
4367,0
4368,7
4369,8
4370,2
4371,12
4372,0
4373,1
4374,0
4375,4
4376,0
4377,5
4378,3
4379,8
4380,7
4381,1
4382,0
4383,14
4384,0
4385,3
4386,3
4387,11
4388,0
4389,0
4390,3
4391,2
4392,4
4393,4
4394,9
4395,0
4396,0
4397,11
4398,0
4399,0
4400,1
4401,2
4402,0
4403,0
4404,2
4405,9
4406,0
4407,13
4408,9
4409,3
4410,6
4411,16
4412,5
4413,1
4414,0
4415,10
4416,10
4417,3
4418,3
4419,0
4420,13
4421,0
4422,2
4423,0
4424,17
4425,0
4426,0
4427,10
4428,12
4429,16
4430,0
4431,6
4432,3
4433,6
4434,18
4435,3
4436,0
4437,0
4438,0
4439,12
4440,9
4441,4
4442,15
4443,6
4444,11
4445,2
4446,0
4447,0
4448,1
4449,2
4450,0
4451,11
4452,0
4453,0
4454,1
4455,2
4456,0
4457,16
4458,0
4459,15
4460,8
4461,2
4462,0
4463,9
4464,2
4465,1
4466,4
4467,11
4468,8
4469,2
4470,0
4471,15
4472,1
4473,8
4474,7
4475,1
4476,2
4477,1
4478,6
4479,2
4480,9
4481,3
4482,0
4483,0
4484,9
4485,7
4486,0
4487,2
4488,9
4489,0
4490,5
4491,2
4492,2
4493,1
4494,3
4495,15
4496,0
4497,0
4498,0
4499,3
4500,1
4501,2
4502,0
4503,4
4504,16
4505,3
4506,3
4507,6
4508,11
4509,4
4510,0
4511,0
4512,12
4513,0
4514,0
4515,0
4516,1
4517,0
4518,8
4519,17
4520,4
4521,1
4522,2
4523,6
4524,0
4525,0
4526,0
4527,3
4528,1
4529,3
4530,0
4531,6
4532,17
4533,0
4534,13
4535,0
4536,1
4537,5
4538,2
4539,0
4540,0
4541,1
4542,1
4543,0
4544,0
4545,0
4546,3
4547,7
4548,0
4549,0
4550,0
4551,5
4552,3
4553,14
4554,0
4555,12
4556,3
4557,0
4558,17
4559,1
4560,0
4561,6
4562,1
4563,4
4564,18
4565,0
4566,8
4567,1
4568,13
4569,1
4570,3
4571,1
4572,0
4573,7
4574,3
4575,1
4576,0
4577,0
4578,5
4579,0
4580,2
4581,0
4582,3
4583,4
4584,0
4585,6
4586,8
4587,0
4588,6
4589,0
4590,18
4591,1
4592,1
4593,5
4594,0
4595,9
4596,0
4597,4
4598,1
4599,17
4600,0
4601,0
4602,0
4603,12
4604,1
4605,1
4606,4
4607,11
4608,0
4609,7
4610,4
4611,1
4612,0
4613,0
4614,1
4615,9
4616,2
4617,0
4618,3
4619,0
4620,5
4621,0
4622,13
4623,0
4624,13
4625,1
4626,11
4627,2
4628,13
4629,2
4630,6
4631,1
4632,10
4633,16
4634,12
4635,3
4636,9
4637,1
4638,4
4639,4
4640,1
4641,3
4642,7
4643,15
4644,4
4645,0
4646,5
4647,3
4648,2
4649,8
4650,0
4651,1
4652,15
4653,5
4654,4
4655,15
4656,5
4657,0
4658,0
4659,3
4660,1
4661,0
4662,6
4663,1
4664,0
4665,0
4666,2
4667,0
4668,7
4669,0
4670,1
4671,2
4672,0
4673,3
4674,7
4675,0
4676,0
4677,1
4678,5
4679,3
4680,10
4681,0
4682,9
4683,0
4684,2
4685,3
4686,6
4687,21
4688,0
4689,7
4690,14
4691,8
4692,1
4693,12
4694,0
4695,12
4696,5
4697,10
4698,4
4699,7
4700,3
4701,0
4702,7
4703,1
4704,3
4705,7
4706,1
4707,1
4708,0
4709,0
4710,6
4711,0
4712,15
4713,12
4714,0
4715,6
4716,5
4717,14
4718,4
4719,6
4720,4
4721,0
4722,6
4723,10
4724,5
4725,14
4726,10
4727,4
4728,4
4729,0
4730,3
4731,4
4732,2
4733,2
4734,7
4735,7
4736,4
4737,3
4738,12
4739,1
4740,7
4741,9
4742,3
4743,0
4744,9
4745,1
4746,3
4747,3
4748,4
4749,3
4750,1
4751,1
4752,3
4753,7
4754,4
4755,6
4756,0
4757,10
4758,6
4759,10
4760,0
4761,7
4762,7
4763,5
4764,1
4765,1
4766,3
4767,0
4768,7
4769,9
4770,3
4771,0
4772,1
4773,0
4774,7
4775,0
4776,7
4777,8
4778,3
4779,0
4780,8
4781,2
4782,16
4783,1
4784,7
4785,4
4786,5
4787,18
4788,7
4789,8
4790,0
4791,6
4792,0
4793,2
4794,0
4795,0
4796,13
4797,6
4798,1
4799,1
4800,0
4801,7
4802,3
4803,6
4804,3
4805,4
4806,7
4807,3
4808,0
4809,0
4810,6
4811,6
4812,8
4813,5
4814,2
4815,6
4816,5
4817,5
4818,1
4819,4
4820,7
4821,20
4822,1
4823,14
4824,1
4825,5
4826,0
4827,0
4828,9
4829,13
4830,8
4831,13
4832,14
4833,0
4834,2
4835,11
4836,1
4837,1
4838,7
4839,0
4840,3
4841,0
4842,0
4843,0
4844,12
4845,17
4846,9
4847,0
4848,3
4849,3
4850,10
4851,0
4852,9
4853,5
4854,9
4855,0
4856,7
4857,8
4858,0
4859,8
4860,5
4861,9
4862,6
4863,2
4864,0
4865,7
4866,6
4867,3
4868,3
4869,0
4870,1
4871,7
4872,9
4873,10
4874,2
4875,5
4876,5
4877,5
4878,2
4879,2
4880,2
4881,9
4882,1
4883,0
4884,1
4885,1
4886,2
4887,7
4888,1
4889,1
4890,0
4891,0
4892,6
4893,6
4894,0
4895,4
4896,11
4897,1
4898,12
4899,5
4900,3
4901,6
4902,7
4903,2
4904,6
4905,11
4906,0
4907,0
4908,2
4909,11
4910,0
4911,3
4912,3
4913,0
4914,0
4915,1
4916,1
4917,2
4918,4
4919,0
4920,0
4921,7
4922,5
4923,2
4924,0
4925,6
4926,9
4927,5
4928,0
4929,0
4930,2
4931,0
4932,12
4933,1
4934,11
4935,0
4936,1
4937,5
4938,0
4939,13
4940,5
4941,0
4942,0
4943,10
4944,0
4945,2
4946,5
4947,6
4948,8
4949,0
4950,1
4951,0
4952,1
4953,12
4954,0
4955,0
4956,4
4957,7
4958,0
4959,6
4960,0
4961,9
4962,0
4963,3
4964,1
4965,3
4966,8
4967,0
4968,15
4969,0
4970,2
4971,4
4972,0
4973,11
4974,1
4975,9
4976,21
4977,11
4978,13
4979,0
4980,0
4981,3
4982,3
4983,4
4984,12
4985,11
4986,0
4987,0
4988,3
4989,5
4990,14
4991,13
4992,2
4993,0
4994,13
4995,1
4996,2
4997,2
4998,5
4999,3
